DATE,SPINDX,SPRTRN
19661230,80.330001831,-0.00149161
19670131,86.61000061,0.0781775191
19670228,86.779998779,0.0019628219
19670331,90.199996948,0.0394100025
19670428,94.010002136,0.0422394685
19670531,89.080001831,-0.052441228
19670630,90.63999939,0.0175123475
19670731,94.75,0.0453442186
19670831,93.63999939,-0.01171504
19670929,96.709999084,0.0327851363
19671031,93.900001526,-0.02905594
19671130,94,0.0010649627
19671229,96.470001221,0.0262765959
19680131,92.239997864,-0.043847829
19680229,89.36000061,-0.031222897
19680329,90.199996948,0.0094001787
19680430,97.589996338,0.0819290429
19680531,98.680000305,0.0111691775
19680628,99.580001831,0.0091203889
19680730,97.739997864,-0.018477606
19680830,98.86000061,0.0114589725
19680930,102.66999817,0.03853935
19681031,103.41000366,0.007207558
19681129,108.37000275,0.0479644127
19681231,103.86000061,-0.041616682
19690131,103.01000214,-0.008184094
19690228,98.129997253,-0.04737404
19690328,101.51000214,0.0344441049
19690430,103.69000244,0.0214757174
19690529,103.45999908,-0.00221815
19690630,97.709999084,-0.055577036
19690731,91.830001831,-0.060178079
19690829,95.510002136,0.0400740504
19690930,93.120002747,-0.025023557
19691031,97.239997864,0.0442439876
19691128,93.809997559,-0.035273548
19691231,92.059997559,-0.018654728
19700130,85.019996643,-0.076471865
19700227,89.5,0.0526934825
19700331,89.629997253,0.001452514
19700430,81.519996643,-0.090483099
19700529,76.550003052,-0.060966633
19700630,72.720001221,-0.050032657
19700731,78.050003052,0.0732948259
19700831,81.519996643,0.0444586799
19700930,84.209999084,0.0329980366
19701030,83.25,-0.011400071
19701130,87.199996948,0.0474474467
19701231,92.150001526,0.0567660555
19710129,95.879997253,0.0404774807
19710226,96.75,0.0090738423
19710331,100.30999756,0.0367958657
19710430,103.94999695,0.0362875089
19710528,99.629997253,-0.041558441
19710630,99.699996948,0.0007025996
19710730,95.580001831,-0.041323971
19710831,99.029998779,0.036095418
19710930,98.339996338,-0.006967586
19711029,94.230003357,-0.041793779
19711130,93.989997864,-0.00254696
19711231,102.08999634,0.0861793831
19720131,103.94000244,0.0181212649
19720229,106.56999969,0.0253030602
19720330,107.19999695,0.0059116073
19720428,107.66999817,0.0043843281
19720531,109.52999878,0.0172750074
19720630,107.13999939,-0.021820506
19720731,107.38999939,0.0023333956
19720831,111.08999634,0.0344538614
19720929,110.55000305,-0.004860924
19721031,111.58000183,0.0093170507
19721130,116.66999817,0.0456174947
19721229,118.05000305,0.0118282335
19730131,116.02999878,-0.017111393
19730228,111.68000031,-0.037490305
19730330,111.51999664,-0.001432665
19730430,106.97000122,-0.040799856
19730531,104.94999695,-0.018883798
19730629,104.26000214,-0.006574559
19730731,108.22000122,0.0379819684
19730831,104.25,-0.036684532
19730928,108.43000031,0.0400959216
19731031,108.29000092,-0.001291156
19731130,95.959999084,-0.113860928
19731231,97.550003052,0.0165694039
19740131,96.569999695,-0.01004613
19740228,96.220001221,-0.003624314
19740329,93.980003357,-0.023279984
19740430,90.309997559,-0.039050862
19740531,87.279998779,-0.033551101
19740628,86,-0.014665444
19740731,79.309997559,-0.0777907
19740830,72.150001526,-0.090278655
19740930,63.540000916,-0.11933472
19741031,73.900001526,0.1630468965
19741129,69.970001221,-0.053179972
19741231,68.559997559,-0.020151494
19750131,76.980003357,0.122812137
19750228,81.589996338,0.0598856844
19750331,83.36000061,0.021693835
19750430,87.300003052,0.047264874
19750530,91.150001526,0.0441008024
19750630,95.190002441,0.0443225466
19750731,88.75,-0.067654163
19750829,86.879997253,-0.021070423
19750930,83.870002747,-0.034645487
19751031,89.040000916,0.0616430193
19751128,91.239997864,0.0247079972
19751231,90.190002441,-0.011508111
19760130,100.86000061,0.1183058023
19760227,99.709999084,-0.011401943
19760331,102.76999664,0.0306889974
19760430,101.63999939,-0.010995427
19760528,100.18000031,-0.014364423
19760630,104.27999878,0.0409263335
19760730,103.44000244,-0.008055236
19760831,102.91000366,-0.005123743
19760930,105.23999786,0.0226411428
19761029,102.90000153,-0.022234892
19761130,102.09999847,-0.007774538
19761231,107.45999908,0.0524975508
19770131,102.02999878,-0.05053043
19770228,99.819999695,-0.021660296
19770331,98.419998169,-0.014025246
19770429,98.440002441,0.0002032107
19770531,96.120002747,-0.023567656
19770630,100.48000336,0.0453599654
19770729,98.849998474,-0.016222134
19770831,96.769996643,-0.021041982
19770930,96.529998779,-0.002480107
19771031,92.339996338,-0.043406196
19771130,94.830001831,0.0269655623
19771230,95.099998474,0.0028472003
19780131,89.25,-0.061514195
19780228,87.040000916,-0.024761904
19780331,89.209999084,0.0249310657
19780428,96.830001831,0.0854164362
19780531,97.239997864,0.004234225
19780630,95.529998779,-0.017585356
19780731,100.68000031,0.0539097674
19780831,103.29000092,0.0259237196
19780929,102.54000092,-0.00726111
19781031,93.150001526,-0.091574021
19781130,94.699996948,0.0166398287
19781229,96.11000061,0.0148891238
19790131,99.930000305,0.0397461243
19790228,96.279998779,-0.036525566
19790330,101.58999634,0.0551516414
19790430,101.76000214,0.0016733931
19790531,99.080001831,-0.026336478
19790629,102.91000366,0.0386556312
19790731,103.80999756,0.0087455055
19790831,109.31999969,0.0530777387
19790928,109.31999969,0
19791031,101.81999969,-0.06860593
19791130,106.16000366,0.0426242389
19791231,107.94000244,0.0167671442
19800131,114.16000366,0.0576246046
19800229,113.66000366,-0.004379818
19800331,102.08999634,-0.101794824
19800430,106.29000092,0.0411401689
19800530,111.23999786,0.0465707034
19800630,114.23999786,0.0269687157
19800731,121.66999817,0.0650385171
19800829,122.37999725,0.0058354568
19800930,125.45999908,0.0251675118
19801031,127.47000122,0.0160210431
19801128,140.52000427,0.1023770273
19801231,135.75999451,-0.03387418
19810130,129.55000305,-0.045742486
19810227,131.27000427,0.0132767269
19810331,136,0.0360326059
19810430,132.80999756,-0.023455882
19810529,132.58999634,-0.001656502
19810630,131.21000671,-0.010408024
19810731,130.91999817,-0.002210198
19810831,122.79000092,-0.062098991
19810930,116.18000031,-0.053831745
19811030,121.88999939,0.0491478741
19811130,126.34999847,0.0365903676
19811231,122.55000305,-0.030075189
19820129,120.40000153,-0.01754386
19820226,113.11000061,-0.060548171
19820331,111.95999908,-0.010167094
19820430,116.44000244,0.0400142893
19820528,111.87999725,-0.039161801
19820630,109.61000061,-0.020289596
19820730,107.08999634,-0.022990603
19820831,119.51000214,0.1159772128
19820930,120.41999817,0.0076144254
19821029,133.71000671,0.1103637293
19821130,138.53999329,0.0361229517
19821231,140.63999939,0.0151580768
19830131,145.30000305,0.0331342444
19830228,148.05999756,0.0189951826
19830331,152.96000671,0.033094693
19830429,164.41999817,0.0749215484
19830531,162.38999939,-0.01234643
19830630,168.11000061,0.0352238454
19830729,162.55999756,-0.033014096
19830831,164.3999939,0.0113188978
19830930,166.07000732,0.0101581505
19831031,163.55000305,-0.015174324
19831130,166.3999939,0.0174258631
19831230,164.92999268,-0.008834135
19840131,163.41000366,-0.009216031
19840229,157.05999756,-0.038859311
19840330,159.17999268,0.0134980259
19840430,160.05000305,0.0054655108
19840531,150.55000305,-0.059356451
19840629,153.17999268,0.0174692795
19840731,150.66000366,-0.016451234
19840831,166.67999268,0.1063321382
19840928,166.1000061,-0.003479722
19841031,166.08999634,-0.000060205
19841130,163.58000183,-0.015112288
19841231,167.24000549,0.0223743729
19850131,179.63000488,0.0740851462
19850228,181.19000244,0.0086845178
19850329,180.66000366,-0.002925106
19850430,179.83000183,-0.004594265
19850531,189.55000305,0.0540510491
19850628,191.8500061,0.0121340016
19850731,190.91999817,-0.004847537
19850830,188.63000488,-0.011994553
19850930,182.08000183,-0.034724064
19851031,189.82000732,0.0425087884
19851129,202.16999817,0.0650616363
19851231,211.27999878,0.0450610854
19860131,211.77999878,0.0023665279
19860228,226.91999817,0.071489282
19860331,238.8999939,0.0527939349
19860430,235.52000427,-0.014148179
19860530,247.3500061,0.0502292812
19860630,250.83999634,0.0141095612
19860731,236.11999512,-0.058682825
19860829,252.92999268,0.0711926147
19860930,231.32000732,-0.085438661
19861031,243.97999573,0.0547293797
19861128,249.22000122,0.0214771703
19861231,242.16999817,-0.02828826
19870130,274.07998657,0.1317669451
19870227,284.20001221,0.0369235277
19870331,291.70001221,0.0263898671
19870430,288.35998535,-0.01145012
19870529,290.1000061,0.0060341242
19870630,304,0.0479145125
19870731,318.66000366,0.0482236855
19870831,329.79998779,0.0349588916
19870930,321.82998657,-0.024166161
19871030,251.78999329,-0.217630431
19871130,230.30000305,-0.085348904
19871231,247.08000183,0.0728614852
19880129,257.07000732,0.0404322483
19880229,267.82000732,0.0418174043
19880331,258.89001465,-0.033343289
19880429,261.32998657,0.0094248522
19880531,262.16000366,0.003176061
19880630,273.5,0.0432560258
19880729,272.01998901,-0.005411334
19880831,261.51998901,-0.038600102
19880930,271.91000366,0.0397292748
19881031,278.97000122,0.0259644743
19881130,273.70001221,-0.018890921
19881230,277.72000122,0.0146876145
19890131,297.47000122,0.0711147934
19890228,288.85998535,-0.028944096
19890331,294.86999512,0.020805927
19890428,309.64001465,0.0500898696
19890531,320.51998901,0.0351375788
19890630,317.98001099,-0.007924623
19890731,346.07998657,0.0883703381
19890831,351.45001221,0.0155166434
19890929,349.1499939,-0.006544316
19891031,340.35998535,-0.025175426
19891130,345.98999023,0.0165413097
19891229,353.3999939,0.0214168038
19900131,329.07998657,-0.068817206
19900228,331.89001465,0.0085389568
19900330,339.94000244,0.0242550243
19900430,330.79998779,-0.026887098
19900531,361.23001099,0.0919891149
19900629,358.01998901,-0.008886305
19900731,356.1499939,-0.005223172
19900831,322.55999756,-0.094314195
19900928,306.04998779,-0.051184274
19901031,304,-0.006698252
19901130,322.22000122,0.05993421
19901231,330.22000122,0.0248277579
19910131,343.92999268,0.0415177755
19910228,367.07000732,0.0672811344
19910328,375.22000122,0.0222028494
19910430,375.3500061,0.0003464634
19910531,389.82998657,0.0385773294
19910628,371.16000366,-0.047892671
19910731,387.80999756,0.0448593609
19910830,395.42999268,0.0196487978
19910930,387.85998535,-0.019143717
19911031,392.45999146,0.0118599497
19911129,375.22000122,-0.043928042
19911231,417.08999634,0.1115878671
19920131,408.79000854,-0.019899782
19920228,412.70001221,0.0095648132
19920331,403.69000244,-0.021831838
19920430,414.95001221,0.0278926902
19920529,415.3500061,0.0009639715
19920630,408.14001465,-0.017358854
19920731,424.20999146,0.0393737443
19920831,414.02999878,-0.023997549
19920930,417.79998779,0.00910562
19921030,418.67999268,0.002106271
19921130,431.3500061,0.0302617755
19921231,435.70999146,0.0101078013
19930129,438.77999878,0.0070459708
19930226,443.38000488,0.0104836132
19930331,451.67001343,0.0186972804
19930430,440.19000244,-0.025416786
19930528,450.19000244,0.0227174629
19930630,450.52999878,0.0007552367
19930730,448.13000488,-0.005327059
19930831,463.55999756,0.0344319716
19930930,458.92999268,-0.00998792
19931029,467.82998657,0.0193929356
19931130,461.79000854,-0.012910672
19931231,466.45001221,0.0100911669
19940131,481.60998535,0.0325008035
19940228,467.14001465,-0.030045057
19940331,445.76998901,-0.045746457
19940429,450.91000366,0.0115306098
19940531,456.51000977,0.01241933
19940630,444.26998901,-0.026812118
19940729,458.25,0.0314673521
19940831,475.5,0.0376432091
19940930,462.70999146,-0.026898002
19941031,472.3500061,0.0208337829
19941130,453.69000244,-0.039504606
19941230,459.26998901,0.0122991474
19950131,470.42001343,0.0242776573
19950228,487.39001465,0.0360741466
19950331,500.70999146,0.0273292437
19950428,514.71002197,0.0279602967
19950531,533.40002441,0.0363117084
19950630,544.75,0.02127859
19950731,562.05999756,0.0317760445
19950831,561.88000488,-0.000320251
19950929,584.40997314,0.0400975309
19951031,581.5,-0.004979381
19951130,605.36999512,0.0410490111
19951229,615.92999268,0.0174438767
19960131,636.02001953,0.0326173417
19960229,640.42999268,0.0069337441
19960329,645.5,0.0079165557
19960430,654.16998291,0.0134314485
19960531,669.11999512,0.0228533875
19960628,670.63000488,0.0022566954
19960731,639.95001221,-0.045748029
19960830,651.98999023,0.0188139696
19960930,687.30999756,0.054172609
19961031,705.27001953,0.0261308588
19961129,757.02001953,0.0733761564
19961231,740.73999023,-0.021505376
19970131,786.15997314,0.0613170601
19970228,790.82000732,0.0059275464
19970331,757.11999512,-0.042613994
19970430,801.34002686,0.0584055372
19970530,848.2800293,0.0585768819
19970630,885.14001465,0.0434526354
19970731,954.28997803,0.0781232342
19970829,899.4699707,-0.05744585
19970930,947.2800293,0.0531535223
19971031,914.61999512,-0.034477662
19971128,955.40002441,0.0445868224
19971231,970.42999268,0.0157316308
19980130,980.2800293,0.0101501392
19980227,1049.3399658,0.0704492629
19980331,1101.75,0.0499456786
19980430,1111.75,0.0090764696
19980529,1090.8199463,-0.018826175
19980630,1133.8399658,0.0394382216
19980731,1120.6700439,-0.011615396
19980831,957.2800293,-0.145796716
19980930,1017.0100098,0.0623955391
19981030,1098.6700439,0.0802941993
19981130,1163.6300049,0.0591260344
19981231,1229.2299805,0.0563753098
19990129,1279.6400146,0.0410094112
19990226,1238.3299561,-0.032282516
19990331,1286.3699951,0.0387941822
19990430,1335.1800537,0.0379439816
19990528,1301.8399658,-0.024970416
19990630,1372.7099609,0.054438334
19990730,1328.7199707,-0.032046098
19990831,1320.4100342,-0.006254139
19990930,1282.7099609,-0.028551737
19991029,1362.9300537,0.0625394657
19991130,1388.9100342,0.0190618746
19991231,1469.25,0.0578439198
20000131,1394.4599609,-0.050903521
20000229,1366.4200439,-0.020108143
20000331,1498.5799561,0.0967198983
20000428,1452.4300537,-0.03079582
20000531,1420.5999756,-0.021914998
20000630,1454.5999756,0.0239335485
20000731,1430.8299561,-0.016341262
20000831,1517.6800537,0.0606990345
20000929,1436.5100098,-0.053482946
20001031,1429.4000244,-0.004949496
20001130,1314.9499512,-0.080068558
20001229,1320.2800293,0.0040533859
20010131,1366.0100098,0.0346365906
20010228,1239.9399414,-0.092290685
20010330,1160.3299561,-0.064204723
20010430,1249.4599609,0.0768143535
20010531,1255.8199463,0.0050901989
20010629,1224.4200439,-0.025003584
20010731,1211.2299805,-0.010772447
20010831,1133.5799561,-0.064108387
20010928,1040.9399414,-0.081723392
20011031,1059.7800293,0.0180990268
20011130,1139.4499512,0.0751759782
20011231,1148.0799561,0.0075738295
20020131,1130.1999512,-0.015573828
20020228,1106.7299805,-0.020766236
20020328,1147.3900146,0.0367388614
20020430,1076.9200439,-0.06141765
20020531,1067.1400146,-0.009081455
20020628,989.80999756,-0.072464719
20020731,911.61999512,-0.07899496
20020830,916.07000732,0.0048814197
20020930,815.28997803,-0.110013425
20021031,885.76000977,0.0864355043
20021129,936.30999756,0.0570696369
20021231,879.82000732,-0.060332581
20030131,855.70001221,-0.027414698
20030228,841.15002441,-0.017003622
20030331,848.17999268,0.0083576059
20030430,916.91998291,0.0810441151
20030530,963.59002686,0.05089866
20030630,974.5,0.0113222431
20030731,990.30999756,0.0162237044
20030829,1008.0100098,0.0178731903
20030930,995.9699707,-0.011944326
20031031,1050.7099609,0.0549614951
20031128,1058.1999512,0.007128513
20031231,1111.9200439,0.050765451
20040130,1131.1300049,0.0172764231
20040227,1144.9399414,0.0122090299
20040331,1126.2099609,-0.016358936
20040430,1107.3000488,-0.01679083
20040528,1120.6800537,0.0120834466
20040630,1140.8399658,0.0179890785
20040730,1101.7199707,-0.034290522
20040831,1104.2399902,0.0022873324
20040930,1114.5799561,0.0093639065
20041029,1130.1999512,0.0140142478
20041130,1173.8199463,0.0385949388
20041231,1211.9200439,0.0324581265
20050131,1181.2700195,-0.025290448
20050228,1203.5999756,0.018903384
20050331,1180.5899658,-0.019117648
20050429,1156.8499756,-0.02010859
20050531,1191.5,0.029952025
20050630,1191.3299561,-0.000142677
20050729,1234.1800537,0.0359682031
20050831,1220.3299561,-0.011222026
20050930,1228.8100586,0.00694894
20051031,1207.0100098,-0.017740741
20051130,1249.4799805,0.0351861194
20051230,1248.2900391,-0.000952396
20060131,1280.0799561,0.0254668389
20060228,1280.6600342,0.0004530967
20060331,1294.8299561,0.0110646077
20060428,1310.6099854,0.0121869277
20060531,1270.0899658,-0.030916901
20060630,1270.1999512,0.000086608
20060731,1276.6600342,0.0050858133
20060831,1303.8199463,0.021274263
20060929,1335.8499756,0.0245662741
20061031,1377.9399414,0.0315080285
20061130,1400.6300049,0.0164666101
20061229,1418.3000488,0.0126157515
