hospID,CRYEAR,TPY,NUMBED,SQRFOOT,MSA,URBAN,PRO,TAXEXEMPT,SELFFUNDINS,MCERT,ORGSTR
101,2000,16.48087432,18,10.861,0,0,0,1,0,0,2
103,2000,59.24590164,63,19.782,0,0,0,0,1,1,3
105,2000,49.63661202,54,26.868,1,1,1,0,1,1,1
107,2000,51.87431694,60,26.319,0,0,0,1,1,1,2
108,2000,94.56010929,104,30.7,10,1,1,0,0,1,1
109,2000,69.70491803,79,24.27,11,1,1,0,0,1,1
110,2000,95.56830601,105,34.365,11,1,1,0,0,1,1
111,2000,95.15300546,129,52.125,6,1,1,0,1,1,1
112,2000,193.1639344,200,71.805,10,1,0,1,1,1,2
113,2000,156.3606557,184,63.377,6,1,0,1,0,1,2
114,2000,92.17759563,101,39.014,0,0,1,0,1,1,1
116,2000,45.51092896,56,22.088,3,1,0,0,0,1,3
118,2000,73.28142077,81,40.245,13,1,0,1,1,1,2
120,2000,104.7459016,110,33.577,13,1,1,0,1,1,1
140,2000,45.40983607,50,16.571,0,0,1,0,0,1,1
141,2000,48.07103825,50,,0,0,0,1,0,0,2
142,2000,41.00546448,50,18.348,0,0,1,0,0,0,1
143,2000,73.31420765,75,43.266,0,0,0,1,1,1,2
144,2000,25.1147541,26,20.436,0,0,0,1,0,1,2
145,2000,90.06557377,99,40.947,0,0,1,0,1,1,1
146,2000,121.1775956,123,100,0,0,0,1,1,1,2
147,2000,23.62021858,26,23,12,1,1,0,0,1,1
151,2000,216.4699454,196,79.151,13,1,1,0,0,1,1
153,2000,74.95081967,92,62.91,0,0,0,1,0,1,2
154,2000,117.3825137,119,69.764,0,0,0,1,1,1,2
155,2000,179.0245902,196,88.818,4,1,0,1,0,1,2
156,2000,84.70218579,91,33.969,13,1,1,0,1,1,1
157,2000,104.8989071,111,50.412,0,0,1,0,0,1,1
158,2000,109.5655738,121,60.076,0,0,0,1,1,1,2
159,2000,192.8196721,200,169.935,10,1,0,1,1,1,2
162,2000,70.10928962,80,36.546,0,0,1,0,1,1,1
163,2000,44.80327869,50,29.847,6,1,0,1,0,1,2
164,2000,58.31693989,64,40.045,3,1,0,1,0,1,2
165,2000,73.58743169,87,39.722,0,0,0,0,1,1,3
167,2000,104.7213115,115,51.429,11,1,1,0,0,1,1
168,2000,180.0901639,198,78.679,13,1,1,0,1,1,1
170,2000,153.2322404,154,88.566,9,1,0,0,0,1,3
173,2000,92.06557377,100,39.883,0,0,0,1,1,1,2
174,2000,51.89071038,53,13.34,0,0,0,1,0,1,2
176,2000,120.2377049,123,74.412,4,1,0,1,0,1,2
201,2000,108.6830601,110,40.794,8,1,0,1,0,0,2
202,2000,93.40983607,101,52.39,10,1,0,0,1,1,3
203,2000,107.1885246,112,36.619,13,1,1,0,1,1,1
204,2000,87.84153006,94,33.161,0,0,0,1,1,1,2
207,2000,117.6311475,125,56.459,0,0,1,0,1,1,1
208,2000,92.12616822,118,91.805,7,1,1,0,1,0,1
209,2000,92.85519126,95,103.655,7,1,0,1,0,1,2
212,2000,71.215847,72,39.72,2,1,1,0,1,1,1
213,2000,68.15492958,76,38.818,10,1,1,0,1,1,1
214,2000,314.6994536,320,207.925,3,1,1,0,1,1,1
216,2000,88.90983607,90,33.306,3,1,1,0,1,1,1
217,2000,54.59016393,58,47.729,0,0,0,1,1,1,2
218,2000,78.74590164,80,33.516,0,0,0,1,1,1,2
220,2000,47.79508197,50,33.941,6,1,1,0,0,1,1
222,2000,159.3497268,181,112.524,0,0,0,0,1,1,3
224,2000,62.69125683,79,34.92,7,1,1,0,0,1,1
226,2000,59.49726776,65,30.852,0,0,1,0,0,0,1
227,2000,91.14754098,95,27.21,0,0,1,0,0,1,1
228,2000,98.66393443,108,41.389,6,1,1,0,0,1,1
229,2000,137.4617486,146,57.803,5,1,1,0,1,1,1
230,2000,159.942623,176,80.895,13,1,1,0,1,1,1
231,2000,128.510929,136,94.067,0,0,0,0,0,1,3
232,2000,83.25956284,92,27.221,0,0,1,0,0,1,1
233,2000,89.18579235,90,36.408,0,0,0,1,0,0,2
234,2000,48.73497268,50,20.673,13,1,0,1,1,1,2
235,2000,88.72677596,90,28.156,0,0,1,0,1,1,1
236,2000,80.86065574,83,38.917,7,1,1,0,1,1,1
237,2000,81.98087432,84,27.948,0,0,1,0,1,1,1
238,2000,59.69672131,60,20.897,5,1,1,0,1,1,1
239,2000,46.0136612,50,18.862,3,1,1,0,1,1,1
242,2000,102.8797814,113,42.523,0,0,1,0,1,1,1
243,2000,77.19125683,82,28.936,0,0,1,0,0,1,1
244,2000,58.01912568,68,30.312,0,0,1,0,0,1,1
246,2000,50.20218579,51,,0,0,0,1,0,0,2
247,2000,130.4289618,140,100.49,3,1,1,0,0,1,1
249,2000,163.7322404,168,100,13,1,0,1,0,1,2
250,2000,79.03278689,81,72.193,1,1,0,1,1,1,2
270,2000,27.10655738,50,20.685,0,0,1,0,0,0,1
271,2000,109.4480874,124,117.124,6,1,0,0,1,1,3
275,2000,96.2704918,105,75.094,0,0,0,1,1,1,2
277,2000,29.89344262,30,5.644,0,0,0,1,1,1,2
278,2000,104.7759563,108,49.668,0,0,1,0,1,1,1
281,2000,60.99726776,65,19.083,0,0,0,1,1,0,2
300,2000,56.43989071,62,27.576,0,0,1,0,0,0,1
304,2000,129.352459,150,70.391,3,1,1,0,0,1,1
305,2000,60.28688525,61,83.593,7,1,0,1,0,1,2
306,2000,104.5628415,114,70.888,0,0,0,0,1,1,3
307,2000,79.12295082,80,26.881,0,0,1,0,0,1,1
308,2000,49.82786885,50,20.242,0,0,0,1,0,0,2
309,2000,48.88797814,50,33.617,8,1,0,1,1,1,2
312,2000,50.04371585,60,34.466,0,0,1,0,1,1,1
313,2000,106.3224044,108,79.348,10,1,0,1,1,1,2
330,2000,41.19672131,48,17.845,3,1,1,0,1,1,1
331,2000,80.51639344,84,75.102,0,0,0,1,0,1,2
332,2000,61.00273224,60,32.526,3,1,0,0,0,1,3
334,2000,102.3551913,115,42.915,0,0,1,0,1,1,1
336,2000,44.95628415,50,35.002,0,0,1,0,1,1,1
337,2000,108.15847,109,42.209,0,0,1,0,1,1,1
338,2000,123.489071,132,45.418,5,1,1,0,1,1,1
339,2000,87.05737705,92,32.61,10,1,1,0,1,1,1
340,2000,118.0054645,116,47.631,10,1,1,0,1,1,1
341,2000,105.147541,108,38.855,0,0,1,0,1,1,1
342,2000,168.489071,174,78.832,13,1,1,0,1,1,1
343,2000,66.28688525,68,33.347,0,0,0,1,1,1,2
344,2000,140.6202186,150,100,0,0,0,1,1,0,2
347,2000,92.32786885,97,39.2,0,0,1,0,1,1,1
348,2000,65.79781421,71,40.569,6,1,1,0,0,1,1
349,2000,44.50546448,50,24.033,0,0,1,0,0,0,1
350,2000,132.2349727,145,54.289,0,0,1,0,1,1,1
351,2000,103.3606557,120,65.835,13,1,0,1,1,1,2
352,2000,146.9836066,150,79.103,13,1,0,1,1,1,2
353,2000,76.85245902,83,36.161,13,1,0,1,1,1,2
371,2000,82.15846995,90,33.59,13,1,1,0,1,1,1
372,2000,27.49562682,40,11.75,0,0,0,1,0,0,2
375,2000,119.8743169,158,79.489,13,1,1,0,1,1,1
376,2000,38.52185792,44,,1,1,0,1,0,1,2
377,2000,112.7459016,125,42.411,11,1,1,0,1,1,1
378,2000,36.83879781,41,16.948,0,0,0,0,0,0,3
380,2000,111.6092896,114,43.339,0,0,0,0,1,1,3
381,2000,71.13387978,78,30.413,0,0,1,0,1,1,1
382,2000,70.62568306,77,27.683,0,0,1,0,1,1,1
384,2000,68.38251366,75,29.223,11,1,1,0,0,1,1
385,2000,45.28219178,118,64.817,9,1,1,0,1,1,1
386,2000,93.73224044,98,47.737,0,0,0,1,0,0,2
387,2000,19.63114754,20,5.861,0,0,1,0,0,1,1
388,2000,56.77322404,50,21.032,0,0,0,1,0,1,2
389,2000,53.83606557,61,29.03,0,0,1,0,1,1,1
390,2000,57.37431694,60,25.186,0,0,1,0,0,1,1
391,2000,49.29508197,53,18.254,11,1,1,0,1,1,1
394,2000,92.12568306,96,51.291,10,1,0,1,1,1,2
401,2000,60.50273224,62,37.827,13,1,1,0,1,1,1
402,2000,81.23497268,85,35.321,0,0,0,1,1,0,2
403,2000,75.56010929,88,82.93,3,1,0,1,0,0,2
405,2000,71.57103825,76,12.338,0,0,0,1,0,1,2
408,2000,43.74043716,45,17.68,6,1,1,0,0,1,1
409,2000,107.3913044,120,55.867,13,1,1,0,1,1,1
410,2000,103.9562842,120,53.911,12,1,1,0,0,1,1
411,2000,51.97814208,54,20.623,13,1,1,0,1,1,1
412,2000,52.80327869,59,24.154,1,1,0,0,0,1,3
413,2000,58.15573771,60,24.781,0,0,0,1,1,1,2
414,2000,28.79781421,31,19.073,3,1,1,0,0,1,1
416,2000,204.6229508,210,97.036,8,1,0,0,0,1,3
420,2000,162.0657277,174,81.235,13,1,1,0,1,1,1
422,2000,184.1857924,199,120.016,4,1,0,0,1,1,3
423,2000,69.19672131,91,36.285,13,1,1,0,1,1,1
424,2000,46.11202186,55,21.01,0,0,0,1,0,1,2
429,2000,113.9153006,125,101.591,0,0,0,1,1,1,2
430,2000,40.72131148,42,19.958,0,0,1,0,0,1,1
431,2000,119.5437159,133,44.959,9,1,1,0,1,1,1
433,2000,52.03278689,57,18.189,0,0,1,0,0,1,1
450,2000,62.06557377,64,29.01,0,0,1,0,0,1,1
451,2000,111.9781421,119,68.551,6,1,1,0,0,1,1
452,2000,56.88797814,63,34.982,0,0,0,1,1,1,2
461,2000,70.88251366,81,34.166,7,1,0,1,0,1,2
462,2000,49.28688525,51,17.133,13,1,1,0,0,1,1
465,2000,101.1393443,102,38.755,0,0,0,1,1,1,2
480,2000,26.28415301,28,6.74,13,1,0,1,1,0,2
481,2000,96.98087432,105,39.222,6,1,1,0,0,1,1
482,2000,61.03278689,67,29.622,0,0,1,0,1,1,1
483,2000,96.48907104,99,40.266,0,0,0,0,0,0,3
500,2000,39.49453552,40,12.56,0,0,0,1,0,0,2
501,2000,60.58469945,62,25.942,0,0,1,0,0,1,1
502,2000,80.54371585,97,37.613,0,0,0,0,0,1,3
503,2000,50.20491803,57,24.171,0,0,0,1,0,1,2
508,2000,259.5655738,245,192.727,0,0,0,0,1,1,3
511,2000,64.00819672,70,42.09,0,0,1,0,1,1,1
513,2000,194.3469945,204,135,13,1,0,0,1,1,3
514,2000,68.45901639,76,67.461,0,0,0,1,0,1,2
517,2000,116.9262295,122,37.362,8,1,0,1,0,1,2
518,2000,86.38251366,94,40.967,0,0,0,1,1,1,2
519,2000,151.2513661,161,76.951,0,0,0,1,1,1,2
520,2000,237.5355191,245,175,13,1,0,1,0,1,2
521,2000,123.8688525,135,63.577,13,1,0,1,1,1,2
522,2000,129.6448087,135,63.372,13,1,0,1,1,1,2
523,2000,128.9808743,135,65.488,13,1,0,1,1,1,2
524,2000,52.91256831,56,41.61,13,1,0,1,1,1,2
529,2000,84.73770492,90,30.32,5,1,0,1,0,1,2
530,2000,108.9808743,115,69.879,3,1,0,1,1,1,2
536,2000,85.16393443,108,33.052,0,0,1,0,1,1,1
537,2000,45.40710383,61,23.508,1,1,1,0,0,1,1
538,2000,100.3879781,112,41.747,0,0,1,0,0,1,1
539,2000,77.53005465,80,38.934,0,0,1,0,1,1,1
543,2000,58.2568306,59,26.305,0,0,0,0,0,1,3
544,2000,237.203125,261,116.69,13,1,1,0,1,1,1
545,2000,138.9453552,140,91.967,0,0,0,1,1,1,2
546,2000,151.9453552,192,44.724,0,0,1,0,0,1,1
547,2000,67.82240437,75,32.26,0,0,0,1,1,1,2
549,2000,65.68852459,74,29.49,12,1,1,0,1,1,1
550,2000,87.41530055,96,72.166,0,0,0,1,1,1,2
553,2000,27.32240437,44,12.98,0,0,0,1,1,1,2
554,2000,60.75136612,68,91.47,0,0,0,1,1,1,2
555,2000,89.90983607,106,32.758,13,1,1,0,1,1,1
556,2000,170.9699454,170,72.922,13,1,0,1,1,1,2
557,2000,35.35519126,40,17.429,0,0,1,0,1,0,1
558,2000,145.3579235,150,105.25,13,1,0,1,1,1,2
560,2000,94.84699454,102,75.527,2,1,1,0,1,1,1
562,2000,53.66393443,60,30.09,13,1,1,0,1,1,1
565,2000,119.784153,122,82.152,13,1,0,1,0,1,2
566,2000,37.11748634,40,35.599,13,1,1,0,1,1,1
567,2000,221.1010929,232,262,13,1,0,1,1,1,2
568,2000,52.23770492,57,29.205,0,0,1,0,1,1,1
570,2000,65.81147541,76,27.401,0,0,1,0,1,1,1
571,2000,33.58152174,48,22.849,0,0,0,1,0,1,2
572,2000,91.35245902,103,31.03,2,1,1,0,1,1,1
574,2000,68.4726776,72,29.244,12,1,1,0,1,1,1
575,2000,107.2240437,111,72.175,0,0,0,1,1,0,2
578,2000,153.5874317,155,51.134,8,1,1,0,1,1,1
581,2000,80.54371585,91,43.801,4,1,1,0,1,1,1
582,2000,60.93169399,67,31.185,1,1,0,0,0,1,3
583,2000,42.35519126,49,18.053,13,1,1,0,0,0,1
585,2000,114.8852459,120,79.926,6,1,0,1,0,1,2
586,2000,59.29781421,65,34.609,9,1,1,0,0,1,1
588,2000,56.9863388,60,26.37,13,1,1,0,1,1,1
600,2000,96.54098361,99,71.343,6,1,0,1,0,0,2
601,2000,109.2568306,120,,0,0,0,1,1,1,2
606,2000,91.78415301,97,43.723,0,0,0,1,0,1,2
607,2000,56.80874317,59,25.954,0,0,0,0,0,1,3
608,2000,93.53005465,97,42.378,0,0,1,0,0,1,1
614,2000,59.77322404,61,28.638,0,0,1,0,1,1,1
661,2000,69.06830601,76,31.364,8,1,1,0,0,1,1
662,2000,105.4071038,111,38.944,10,1,1,0,0,1,1
663,2000,133.7459016,137,83.394,6,1,0,1,1,1,2
664,2000,82.90710383,91,43.554,10,1,1,0,0,1,1
665,2000,96.54098361,103,28.8,4,1,0,1,0,1,2
666,2000,27.73770492,48,23.62,10,1,0,1,1,0,2
669,2000,162.7076503,178,59.601,10,1,1,0,1,1,1
670,2000,41.41803279,50,34.936,0,0,0,1,0,0,2
671,2000,174.7595628,221,130.01,10,1,0,0,1,1,3
673,2000,79.05464481,82,44.295,11,1,0,1,0,1,2
701,2000,88.96721312,99,46.252,0,0,1,0,0,1,1
702,2000,37.41256831,100,31.188,13,1,1,0,1,1,1
703,2000,132.0956284,143,49.435,0,0,1,0,1,1,1
706,2000,44.46174863,56,36.298,1,1,0,1,0,1,2
707,2000,66.38797814,72,34.587,10,1,1,0,1,1,1
709,2000,93.5273224,121,49.699,11,1,1,0,0,1,1
710,2000,89.54918033,98,58.312,0,0,1,0,1,1,1
712,2000,95.06557377,100,37.273,0,0,1,0,1,1,1
714,2000,75.31420765,88,45.783,13,1,1,0,1,1,1
716,2000,62.16393443,71,27.6,1,1,1,0,0,1,1
718,2000,162.6885246,180,105.9,0,0,0,0,1,1,3
719,2000,64.93715847,66,28.286,0,0,1,0,1,1,1
720,2000,70.23497268,71,67,12,1,0,1,0,0,2
722,2000,103.5655738,111,86.224,0,0,0,0,0,1,3
724,2000,135.8087432,141,70.246,0,0,0,0,1,1,3
726,2000,33.07923497,42,,0,0,0,0,0,0,3
728,2000,56.23497268,60,25.709,0,0,0,0,1,1,3
729,2000,114.5437159,132,77.954,0,0,0,0,1,1,3
730,2000,77.07923497,86,33.038,0,0,0,1,1,1,2
731,2000,121.1284153,135,81.562,0,0,0,0,1,1,3
732,2000,80.33060109,91,72.406,0,0,0,1,0,1,2
735,2000,59.6284153,60,58.902,12,1,0,1,1,0,2
753,2000,115.5300546,127,58.587,0,0,1,0,1,1,1
754,2000,78.83060109,90,35.014,0,0,1,0,0,0,1
756,2000,28.29508197,38,10.452,11,1,1,0,0,1,1
757,2000,52.82786885,58,26.111,0,0,1,0,1,1,1
758,2000,66.25956284,68,28.842,1,1,0,1,1,1,2
759,2000,87.74590164,98,53.584,1,1,0,1,1,1,2
761,2000,122.9371585,154,77.076,13,1,1,0,1,1,1
762,2000,144.5573771,166,62.17,13,1,1,0,0,1,1
763,2000,160.4644809,204,76.798,13,1,1,0,1,1,1
764,2000,143.1311475,174,103.747,0,0,1,0,0,1,1
765,2000,70.19672131,72,41.39,0,0,0,1,1,1,2
766,2000,71.02185792,76,35.735,0,0,1,0,1,1,1
767,2000,109.7923497,118,51.465,0,0,0,1,1,1,2
768,2000,69.84153006,73,37.825,0,0,1,0,1,1,1
770,2000,59.01912568,64,20.24,0,0,1,0,1,1,1
774,2000,128.715847,142,101,12,1,0,0,0,1,3
776,2000,103.1803279,121,73.552,0,0,0,0,0,1,3
780,2000,82.03005465,92,29.621,0,0,0,0,0,1,3
784,2000,98.00273224,102,43.735,11,1,1,0,1,1,1
785,2000,56.40437159,58,31.784,10,1,1,0,1,1,1
786,2000,17.85519126,21,10.24,6,1,1,0,1,1,1
802,2000,112.3005465,123,45.84,13,1,1,0,1,1,1
803,2000,200.7377049,228,119.659,13,1,0,0,1,1,3
804,2000,116.6092896,130,53.845,11,1,1,0,1,1,1
806,2000,52.32513661,57,19.905,11,1,1,0,0,1,1
809,2000,23.12568306,25,15.197,0,0,0,1,1,0,2
810,2000,162.1065574,168,87.954,0,0,0,1,1,1,2
811,2000,94.38251366,95,41.498,9,1,1,0,1,1,1
812,2000,51.15573771,94,68.877,13,1,1,0,1,1,1
813,2000,82.08196721,100,51.131,0,0,1,0,1,1,1
815,2000,82.19125683,84,112,12,1,0,1,1,1,2
817,2000,96.7568306,102,37.326,9,1,1,0,1,1,1
818,2000,58.90983607,65,32.928,0,0,1,0,1,1,1
821,2000,211.5901639,237,140.127,6,1,0,1,1,1,2
822,2000,34.47814208,36,12.682,0,0,1,0,1,0,1
824,2000,33.36338798,34,14.608,13,1,1,0,1,1,1
826,2000,49.58196721,66,35.834,1,1,0,0,1,1,3
827,2000,102.9071038,106,164.476,13,1,0,1,0,1,2
828,2000,43.17213115,50,33.233,13,1,0,1,0,0,2
829,2000,193.1612022,199,120.622,13,1,0,1,0,1,2
832,2000,90.66120219,102,71.102,1,1,0,0,1,1,3
833,2000,56.70765027,59,26.089,1,1,1,0,0,1,1
834,2000,86.21038251,94.8,43.428,0,0,0,1,1,1,2
835,2000,140.0765027,168,80.364,2,1,0,1,0,1,2
837,2000,105.4972678,106,85.226,0,0,0,1,1,1,2
838,2000,55.24590164,61,34.363,13,1,1,0,1,1,1
839,2000,86.76775956,95,50.631,13,1,0,1,1,1,2
840,2000,71.76502732,74,57.611,13,1,1,0,0,1,1
841,2000,91.59289618,93,72.107,9,1,0,1,1,1,2
842,2000,72.26502732,80,32.017,4,1,0,1,0,1,2
843,2000,72.51092896,75,42.571,0,0,0,1,1,1,2
844,2000,58.89071038,65,63.396,0,0,0,1,0,1,2
845,2000,103.8060109,107,50.386,0,0,0,1,1,1,2
846,2000,234.010929,241,211.643,0,0,0,1,1,1,2
847,2000,72.6255144,81,65.771,13,1,0,1,0,1,2
848,2000,29.69672131,30,17.339,0,0,0,1,1,1,2
849,2000,43.43715847,50,24.157,0,0,0,1,1,1,2
850,2000,127.1010929,129,58.456,10,1,0,1,1,1,2
851,2000,90.06010929,81,63.294,13,1,1,0,1,1,1
853,2000,36.36885246,50,24.194,0,0,1,0,0,1,1
854,2000,45.49726776,63,29.939,6,1,1,0,0,1,1
855,2000,44.59836066,50,33.354,0,0,1,0,0,1,1
856,2000,31.53551913,32,13.166,6,1,1,0,1,1,1
857,2000,278.6557377,309,180,12,1,0,0,0,1,3
858,2000,97.01639344,99,60.691,13,1,0,1,1,1,2
859,2000,89.715847,96,35,3,1,1,0,1,1,1
860,2000,152.0956284,161,45.048,0,0,1,0,1,1,1
861,2000,51.9962406,58,46.637,0,0,1,0,1,1,1
862,2000,88.90163934,94,51.746,0,0,0,1,1,1,2
864,2000,57.59016393,60,32.41,0,0,0,1,1,1,2
865,2000,42.88797814,43,33.68,7,1,0,1,1,1,2
880,2000,39.88797814,50,17.093,1,1,1,0,0,1,1
881,2000,52.79234973,58,17.325,0,0,1,0,0,1,1
882,2000,79.27595628,84,29.46,0,0,1,0,1,1,1
885,2000,65.7295082,68,23.983,0,0,0,1,0,0,2
886,2000,57.57103825,61,19.352,13,1,0,1,0,1,2
887,2000,104.4781421,108,80,13,1,0,1,0,1,2
888,2000,90.84153006,100,41.903,0,0,1,0,1,1,1
889,2000,63.62568306,70,40.306,0,0,0,1,1,1,2
890,2000,11.56830601,18,31.615,0,0,0,1,1,1,2
901,2000,76.99453552,79,23.606,0,0,0,1,0,0,2
910,2000,58.94808743,60,21.564,0,0,1,0,1,1,1
913,2000,92.47814208,104,53.723,0,0,0,0,1,1,3
914,2000,62.60928962,70,25.008,3,1,0,1,0,0,2
915,2000,130.0273224,143,63.292,13,1,1,0,1,1,1
916,2000,51.67213115,52,50.302,0,0,0,1,0,1,2
917,2000,83.95901639,99,43.261,0,0,0,1,0,1,2
920,2000,68.60655738,70,32.843,0,0,1,0,1,1,1
921,2000,54.45355191,121,44.323,13,1,1,0,1,1,1
931,2000,54.01092896,60,24.016,5,1,1,0,0,1,1
932,2000,140.2622951,153,53.878,9,1,1,0,1,1,1
933,2000,113.8196721,122,41.102,0,0,1,0,1,1,1
934,2000,92.89071038,104,37.375,6,1,1,0,1,1,1
936,2000,67.4726776,74,30.076,0,0,1,0,1,1,1
937,2000,60.73497268,64,28.624,12,1,1,0,1,1,1
941,2000,156.5655738,236,102.594,8,1,0,1,0,1,2
942,2000,79.80874317,88,34.204,0,0,1,0,1,1,1
943,2000,65.30327869,75,28.901,0,0,1,0,0,1,1
944,2000,46.18579235,53,25.866,0,0,1,0,1,1,1
945,2000,86.72404372,91,41.682,13,1,1,0,1,1,1
946,2000,44.41803279,50,21.697,10,1,1,0,1,1,1
947,2000,56.45901639,61,21.542,0,0,1,0,1,1,1
949,2000,44.81420765,53,26.963,6,1,1,0,1,1,1
951,2000,111.9153006,115,103.953,10,1,0,0,1,1,3
953,2000,152.6803279,161,77.984,13,1,0,1,0,1,2
