hospID,CRYEAR,TPY,NUMBED,SQRFOOT,MSA,URBAN,PRO,TAXEXEMPT,SELFFUNDINS,MCERT,ORGSTR
954,2000,82.61748634,84,22,13,1,0,1,1,1,2
957,2000,202.784153,224,109.082,13,1,1,0,0,1,1
958,2000,155.1120219,168,93.925,11,1,0,1,0,1,2
959,2000,126.1092896,118,69.551,9,1,1,0,1,1,1
965,2000,54.19945355,60,26.944,0,0,1,0,0,1,1
980,2000,39.6147541,50,19.99,0,0,1,0,0,0,1
101,2001,16.70410959,18,10.861,0,0,0,1,1,0,2
103,2001,45.56986301,50,19.782,0,0,0,0,1,1,3
105,2001,52.37808219,54,26.868,1,1,1,0,1,1,1
107,2001,57.38356164,60,26.319,0,0,0,1,1,1,2
108,2001,95.6109589,104,30.7,10,1,1,0,1,1,1
109,2001,70.17260274,79,24.27,11,1,1,0,1,1,1
110,2001,97.65479452,105,34.365,11,1,1,0,1,1,1
111,2001,98.4,108,46.03,6,1,1,0,1,1,1
112,2001,182.5890411,200,71.785,10,1,0,1,1,1,2
113,2001,153.2,184,63.377,6,1,0,1,0,1,2
114,2001,87.07123288,101,39.014,0,0,1,0,1,1,1
116,2001,45.79452055,56,22.088,3,1,0,0,0,1,3
118,2001,74.61325967,81,40.245,13,1,0,1,1,1,2
120,2001,106.9068493,110,53.7,13,1,1,0,0,1,1
141,2001,48.83835616,50,,0,0,0,1,0,0,2
142,2001,41.70684932,50,18.348,0,0,1,0,0,0,1
143,2001,71.47671233,75,43.266,0,0,0,1,1,1,2
145,2001,94.50958904,99,40.947,0,0,1,0,1,1,1
146,2001,121.4164384,123,100,0,0,0,1,1,1,2
147,2001,24.56986301,26,23,12,1,1,0,0,1,1
153,2001,74.38630137,92,62.91,0,0,0,1,0,1,2
154,2001,117.3972603,119,69.764,0,0,0,1,1,1,2
155,2001,173.909589,196,88.818,4,1,0,1,0,1,2
156,2001,72.8520548,80,33.727,13,1,1,0,1,1,1
157,2001,104.8684932,111,50.412,0,0,1,0,0,1,1
158,2001,96.31506849,106,60.076,0,0,0,1,1,1,2
159,2001,193.7863014,200,169.935,10,1,0,1,1,1,2
162,2001,74.14520548,80,36.546,0,0,1,0,1,1,1
163,2001,46.73424658,50,29.847,6,1,0,1,0,1,2
164,2001,50.82465753,50,40.045,3,1,0,1,0,1,2
165,2001,72.2109589,87,39.722,0,0,0,0,1,1,3
167,2001,101.9013699,113,51.429,11,1,1,0,0,1,1
168,2001,182.7123288,198,78.679,13,1,1,0,1,1,1
170,2001,153.2027397,154,88.566,9,1,0,0,1,1,3
173,2001,93.02739726,100,39.883,0,0,0,1,1,1,2
174,2001,51.01369863,53,13.34,0,0,0,1,0,1,2
176,2001,119.6739726,123,74.412,4,1,0,1,0,1,2
201,2001,109.1150685,110,41.082,8,1,0,1,1,0,2
202,2001,89.65479452,101,52.39,10,1,0,0,1,1,3
203,2001,106.1945206,112,36.619,13,1,1,0,1,1,1
204,2001,88.89589041,94,33.161,0,0,0,1,1,1,2
207,2001,116.4630137,125,60.044,0,0,1,0,1,1,1
208,2001,110.0331492,120,91.805,7,1,1,0,1,0,1
209,2001,93.06575343,95,106.461,7,1,0,1,0,1,2
212,2001,70.16712329,72,39.72,2,1,1,0,1,1,1
213,2001,59.11462451,63,38.818,10,1,0,1,0,1,2
214,2001,313.890411,320,207.925,3,1,1,0,1,1,1
216,2001,88.4,90,33.306,3,1,1,0,1,1,1
217,2001,54.09589041,58,47.729,0,0,0,1,1,1,2
218,2001,76.0739726,80,33.516,0,0,0,1,1,1,2
220,2001,47.41643836,50,33.941,6,1,1,0,0,1,1
222,2001,147.4493151,120,112.524,0,0,0,0,1,1,3
224,2001,53.15890411,79,34.92,7,1,1,0,0,1,1
226,2001,58.91232877,65,30.852,0,0,1,0,0,0,1
227,2001,84.24657534,95,27.21,0,0,1,0,0,1,1
228,2001,82.33150685,108,41.389,6,1,1,0,0,1,1
229,2001,142.0493151,146,57.803,5,1,1,0,1,1,1
230,2001,128.3753425,142,80.79,13,1,1,0,1,1,1
231,2001,119.2,133,94.067,0,0,0,0,0,1,3
232,2001,87.97808219,92,27.768,0,0,1,0,0,1,1
233,2001,89.09315069,90,36.408,0,0,0,1,0,0,2
235,2001,88.04657534,90,28.156,0,0,1,0,1,1,1
236,2001,79.60273973,83,38.917,7,1,1,0,1,1,1
237,2001,79.9260274,84,29.187,0,0,1,0,1,1,1
238,2001,59.6,60,20.897,5,1,1,0,1,1,1
239,2001,43.22739726,50,18.862,3,1,1,0,1,1,1
242,2001,102.2438356,112,42.523,0,0,1,0,1,1,1
243,2001,79.93972603,82,28.936,0,0,1,0,0,1,1
244,2001,57.39178082,68,30.312,0,0,1,0,0,1,1
246,2001,50.57260274,51,,0,0,0,1,0,0,2
247,2001,128.7150685,140,100.49,3,1,1,0,0,1,1
249,2001,162.2356164,168,100,13,1,0,1,0,1,2
250,2001,76.96712329,81,72.193,1,1,0,1,1,1,2
270,2001,39.9369863,50,20.685,0,0,1,0,0,0,1
271,2001,106.6986301,124,117.124,6,1,0,0,1,1,3
275,2001,94.59178082,105,75.094,0,0,0,1,1,1,2
277,2001,29.9369863,30,5.644,0,0,0,1,1,1,2
278,2001,106.7753425,108,49.668,0,0,1,0,1,1,1
281,2001,62.2,65,19.083,0,0,0,1,1,0,2
300,2001,53.38356164,48,27.576,0,0,1,0,0,0,1
304,2001,144.3424658,154,70.391,3,1,1,0,0,1,1
305,2001,60.10410959,61,83.593,7,1,0,1,0,1,2
306,2001,101.6,112,70.888,0,0,0,0,1,1,3
307,2001,79.06849315,80,26.881,0,0,1,0,0,1,1
308,2001,49.58082192,50,20.242,0,0,0,1,0,0,2
309,2001,48.80821918,50,33.628,8,1,0,1,1,1,2
312,2001,52.75890411,60,34.466,0,0,1,0,1,1,1
313,2001,104.739726,108,79.028,10,1,0,1,1,1,2
330,2001,35.73424658,48,17.845,3,1,1,0,1,1,1
331,2001,79.83561644,84,75.102,0,0,0,1,0,1,2
332,2001,53.7890411,60,32.526,3,1,0,0,0,1,3
334,2001,110.0136986,115,42.915,0,0,1,0,1,1,1
336,2001,42.20273973,50,35.002,0,0,1,0,1,1,1
337,2001,103.7671233,105,42.209,0,0,1,0,1,1,1
338,2001,129.2986301,138,45.418,5,1,1,0,1,1,1
339,2001,86.81643836,92,32.61,10,1,1,0,1,1,1
340,2001,119.6356164,125,47.631,10,1,1,0,1,1,1
341,2001,100.9753425,111,38.855,0,0,1,0,1,1,1
342,2001,169.1013699,174,48.211,13,1,1,0,1,1,1
343,2001,61.71232877,68,33.347,0,0,0,1,1,1,2
344,2001,147.0410959,150,100,0,0,0,1,1,0,2
347,2001,85.54246575,94,39.2,0,0,1,0,1,1,1
348,2001,56.09315069,71,40.569,6,1,1,0,0,1,1
349,2001,45.11232877,50,24.033,0,0,1,0,0,0,1
350,2001,126.0739726,140,54.289,0,0,1,0,1,1,1
351,2001,111.8246575,120,65.835,13,1,0,1,1,1,2
352,2001,147.720548,150,78.175,13,1,0,1,1,1,2
353,2001,76.51232877,83,36.107,13,1,0,1,1,1,2
371,2001,82.67671233,90,33.481,13,1,1,0,1,1,1
372,2001,25.99661017,40,11.75,0,0,1,0,0,1,1
375,2001,117.6032609,129,79.489,13,1,1,0,1,1,1
376,2001,32.63835616,44,,1,1,0,1,0,1,2
377,2001,112.0082192,125,42.411,11,1,1,0,1,1,1
378,2001,39.13150685,41,16.948,0,0,0,0,0,0,3
380,2001,110.509589,114,43.339,0,0,0,0,1,1,3
381,2001,65.72054795,72,30.413,0,0,1,0,1,1,1
382,2001,70.02465753,77,27.683,0,0,1,0,1,1,1
384,2001,64.01643836,75,29.223,11,1,1,0,0,1,1
385,2001,45.28219178,118,64.817,9,1,1,0,1,1,1
386,2001,96.63835616,98,47.737,0,0,0,1,0,0,2
387,2001,19.61369863,20,5.861,0,0,1,0,0,1,1
388,2001,56.03561644,50,21.032,0,0,0,1,0,1,2
389,2001,57.32876712,61,29.03,0,0,1,0,0,1,1
390,2001,54.23287671,60,25.186,0,0,1,0,0,1,1
391,2001,44.00821918,48,18.254,11,1,1,0,1,1,1
394,2001,93.24657534,96,53.973,10,1,0,1,1,1,2
401,2001,58.78630137,62,43.124,13,1,1,0,0,1,1
402,2001,76.4,85,45.869,0,0,1,0,1,1,1
403,2001,80.93150685,88,82.93,3,1,0,1,0,0,2
405,2001,72.37260274,76,12.338,0,0,0,1,0,1,2
408,2001,43.86575343,45,17.68,6,1,1,0,0,1,1
409,2001,110.8410959,120,14.278,13,1,1,0,1,1,1
410,2001,98.89315069,120,53.911,12,1,1,0,1,1,1
411,2001,51.95890411,54,20.623,13,1,1,0,1,1,1
412,2001,51.16712329,59,24.154,1,1,0,0,0,1,3
413,2001,58.21643836,60,24.781,0,0,0,1,1,1,2
414,2001,29.82739726,31,19.073,3,1,1,0,0,1,1
416,2001,207.9452055,210,97.43,8,1,0,0,0,1,3
420,2001,148.0395257,164,81.235,13,1,0,1,1,1,2
422,2001,183.6794521,199,120.016,4,1,0,0,1,1,3
423,2001,65.07123288,71,36.285,13,1,1,0,0,1,1
424,2001,45.29315069,60,21.01,0,0,0,1,0,1,2
429,2001,117.4136986,119,101.591,0,0,0,1,1,1,2
430,2001,39.96164384,42,19.958,0,0,1,0,0,1,1
431,2001,116.709589,133,44.959,9,1,1,0,1,1,1
433,2001,48.26849315,57,18.189,0,0,1,0,0,1,1
450,2001,63.29589041,64,29.01,0,0,1,0,0,1,1
451,2001,112.0986301,119,68.551,6,1,1,0,0,1,1
452,2001,59.34794521,63,34.982,0,0,0,1,1,1,2
461,2001,68.43561644,75,34.166,7,1,0,1,0,1,2
462,2001,48.63287671,51,17.04,13,1,1,0,0,1,1
465,2001,100.5561644,102,38.755,0,0,0,1,1,1,2
480,2001,25.09863014,28,6.74,13,1,0,1,1,0,2
481,2001,96.84383562,105,39.222,6,1,1,0,1,1,1
482,2001,63.4,70,28.572,0,0,1,0,1,1,1
483,2001,96.58082192,99,40.266,0,0,0,0,0,0,3
500,2001,38.19726027,40,12.56,0,0,0,1,0,0,2
501,2001,60.64383562,62,25.942,0,0,1,0,0,1,1
502,2001,83.87671233,97,38.003,0,0,0,0,0,1,3
503,2001,52.69589041,60,24.171,0,0,0,1,0,1,2
508,2001,234.7972603,245,192.727,0,0,0,0,1,1,3
511,2001,64.06575343,70,42.09,0,0,1,0,1,1,1
513,2001,196.0630137,204,135,13,1,0,0,1,1,3
514,2001,64.19452055,76,67.761,0,0,0,1,0,1,2
517,2001,117.6684932,122,36.642,8,1,0,1,1,1,2
518,2001,83.83287671,93,40.967,0,0,0,1,1,1,2
519,2001,146.3863014,161,76.951,0,0,0,1,1,1,2
520,2001,238.5863014,245,175,13,1,0,1,0,1,2
521,2001,126.4794521,135,63.744,13,1,0,1,1,1,2
522,2001,128.1068493,135,63.516,13,1,0,1,1,1,2
523,2001,125.9260274,135,66.112,13,1,0,1,1,1,2
524,2001,54.13150685,56,40.713,13,1,0,1,1,1,2
529,2001,84.85479452,90,30.32,5,1,0,1,0,1,2
530,2001,109.7835616,115,69.879,3,1,0,1,1,1,2
536,2001,89.10958904,108,33.052,0,0,1,0,1,1,1
537,2001,42.04109589,61,23.508,1,1,1,0,0,1,1
538,2001,105.3150685,112,41.747,0,0,1,0,0,1,1
539,2001,89.34782609,102,42.465,0,0,1,0,1,1,1
543,2001,57.95342466,59,26.305,0,0,0,0,0,1,3
544,2001,241.7150685,260,116.69,13,1,1,0,1,1,1
545,2001,139.2164384,140,91.967,0,0,0,1,1,1,2
546,2001,167.4657534,185,44.724,0,0,1,0,0,1,1
547,2001,71.52876712,75,32.26,0,0,0,1,1,1,2
549,2001,62.04109589,74,29.49,12,1,1,0,1,1,1
550,2001,88.76986301,96,72.166,0,0,0,1,1,1,2
553,2001,27.87945206,44,12.98,0,0,0,1,1,1,2
554,2001,60.55890411,68,91.47,0,0,0,1,1,1,2
555,2001,98.89589041,106,32.758,13,1,1,0,1,1,1
556,2001,138.4134791,170,72.922,13,1,0,1,1,1,2
557,2001,36.12328767,40,17.429,0,0,1,0,1,0,1
558,2001,143.2684932,150,105.25,13,1,0,1,1,1,2
560,2001,95.14246575,102,75.527,2,1,1,0,1,1,1
562,2001,60.51780822,68,30.09,13,1,1,0,1,1,1
565,2001,119.9123288,122,82.152,13,1,0,1,0,1,2
567,2001,214.7972603,232,262,13,1,0,1,1,1,2
568,2001,49.70410959,54,29.205,0,0,1,0,1,1,1
570,2001,64.6,74,27.401,0,0,1,0,1,1,1
571,2001,39.80547945,46,22.849,0,0,0,1,0,1,2
572,2001,77.62739726,89,31.03,2,1,1,0,1,1,1
574,2001,70.66575343,72,29.244,12,1,1,0,1,1,1
575,2001,107.3369863,111,72.175,0,0,0,1,1,0,2
577,2001,440.6657534,457,252.488,13,1,1,0,1,1,1
578,2001,153.2794521,155,51.134,8,1,1,0,1,1,1
581,2001,84.85753425,91,43.801,4,1,1,0,1,1,1
582,2001,58.5890411,67,31.185,1,1,0,0,0,1,3
583,2001,40.8,49,18.053,13,1,1,0,0,0,1
585,2001,115.0356164,120,79.926,6,1,0,1,0,1,2
586,2001,60.2739726,65,34.609,9,1,1,0,0,1,1
588,2001,58.03561644,60,26.37,13,1,1,0,1,1,1
600,2001,98.37808219,99,71.343,6,1,0,1,0,0,2
601,2001,103.4383562,114,,0,0,0,1,1,1,2
606,2001,89.4739726,97,43.723,0,0,0,1,0,1,2
607,2001,58.37534247,59,25.954,0,0,0,0,0,1,3
608,2001,92.76438356,94,42.378,0,0,1,0,0,1,1
614,2001,58.35342466,61,28.638,0,0,1,0,1,1,1
661,2001,69.31232877,76,31.292,8,1,1,0,0,1,1
662,2001,105.6712329,111,38.944,10,1,1,0,0,1,1
663,2001,133.5479452,137,83.394,6,1,0,1,1,1,2
664,2001,81.35616438,91,43.554,10,1,1,0,1,1,1
665,2001,96.5260274,106,28.8,4,1,0,1,0,1,2
666,2001,29.5369863,48,23.62,10,1,0,1,1,0,2
669,2001,164.2520548,172,59.601,10,1,1,0,1,1,1
670,2001,40.68767123,50,34.936,0,0,0,1,0,0,2
671,2001,177.6410256,204,166.896,10,1,0,0,1,1,3
673,2001,79.27123288,82,44.295,11,1,0,1,0,1,2
701,2001,94.66027397,99,48.128,0,0,1,0,0,1,1
702,2001,58.38082192,72,21.647,13,1,1,0,1,1,1
703,2001,123.9972603,139,49.435,0,0,1,0,1,1,1
706,2001,50.06849315,56,36.298,1,1,0,1,0,1,2
707,2001,71.45753425,76,34.587,10,1,1,0,1,1,1
709,2001,100.1041096,136,49.699,11,1,1,0,1,1,1
710,2001,83.42191781,92,58.312,0,0,1,0,1,1,1
712,2001,92.31780822,100,37.273,0,0,1,0,1,1,1
714,2001,82.51780822,88,46.056,13,1,1,0,1,1,1
716,2001,62.13424658,71,27.6,1,1,1,0,0,1,1
718,2001,168.5068493,180,105.9,0,0,0,0,1,1,3
719,2001,61.47671233,66,28.286,0,0,1,0,1,1,1
720,2001,69.13972603,71,67,12,1,0,1,0,0,2
722,2001,107.709589,111,86.224,0,0,0,0,0,1,3
724,2001,131.4273973,141,70.246,0,0,0,0,1,1,3
726,2001,38.77260274,42,,0,0,0,0,0,0,3
728,2001,51.32236842,60,25.709,0,0,0,1,1,1,2
729,2001,119.3506849,132,77.954,0,0,0,0,1,1,3
730,2001,80.00547945,86,33.038,0,0,0,1,1,1,2
731,2001,118.0547945,130,81.562,0,0,0,0,1,1,3
732,2001,78.22739726,91,72.406,0,0,0,1,0,1,2
733,2001,52.35869565,58,45.677,10,1,0,1,1,1,2
735,2001,59.41917808,60,58.902,12,1,0,1,1,0,2
753,2001,110.2438356,120,58.587,0,0,1,0,1,1,1
754,2001,81.07671233,89,35.014,0,0,1,0,0,0,1
756,2001,23.43287671,38,10.452,11,1,1,0,0,1,1
757,2001,54.62739726,58,26.111,0,0,1,0,1,1,1
758,2001,66.47945206,68,28.842,1,1,0,1,1,1,2
759,2001,72.04657534,80,53.584,1,1,0,1,1,1,2
761,2001,121.6164384,135,57.376,13,1,1,0,0,1,1
762,2001,147.8986301,166,62.17,13,1,1,0,0,1,1
763,2001,146.4109589,161,53.417,13,1,1,0,0,1,1
764,2001,113.4136986,145,103.747,0,0,1,0,0,1,1
765,2001,69.84657534,72,41.39,0,0,0,1,1,1,2
767,2001,106.2136986,118,51.465,0,0,0,1,1,1,2
768,2001,70.16986301,73,37.825,0,0,1,0,1,1,1
770,2001,53.84657534,59,20.24,0,0,1,0,1,1,1
774,2001,121.6630137,134,101,12,1,0,0,0,1,3
776,2001,93.3260274,100,73.552,0,0,0,0,0,1,3
780,2001,83.66575343,92,29.621,0,0,0,0,0,1,3
784,2001,98.10136986,102,43.735,11,1,1,0,1,1,1
785,2001,57.42739726,58,31.784,10,1,1,0,1,1,1
786,2001,18.89315069,21,10.24,6,1,1,0,1,1,1
802,2001,112.9589041,123,45.831,13,1,1,0,1,1,1
803,2001,216.5917808,228,144.362,13,1,0,0,1,1,3
804,2001,115.909589,126,53.845,11,1,1,0,1,1,1
806,2001,47.74246575,50,19.905,11,1,1,0,0,1,1
809,2001,24.64931507,25,15.197,0,0,0,1,1,0,2
810,2001,165.1534247,168,87.954,0,0,0,1,1,1,2
811,2001,90.91232877,95,41.498,9,1,1,0,1,1,1
812,2001,77.23013699,94,68.546,13,1,1,0,1,1,1
813,2001,88.57534247,100,51.131,0,0,1,0,1,1,1
815,2001,81.88767123,84,112,12,1,0,1,1,1,2
817,2001,93.03561644,98,37.326,9,1,1,0,1,1,1
818,2001,51.83835616,64,32.928,0,0,1,0,1,1,1
820,2001,210.7890411,242,45.303,13,1,0,1,1,1,2
821,2001,193.8273973,201,140.127,6,1,0,1,1,1,2
822,2001,34.53424658,36,12.682,0,0,1,0,1,0,1
824,2001,33.17260274,34,14.524,13,1,1,0,1,1,1
826,2001,40.15068493,59,35.834,1,1,0,0,1,1,3
827,2001,102.5178082,106,152.342,13,1,0,1,0,1,2
828,2001,39.95342466,50,33.233,13,1,0,1,0,0,2
829,2001,189.6438356,190,120.622,13,1,0,1,0,1,2
832,2001,87.69863014,102,71.102,1,1,0,0,1,1,3
833,2001,56.69315069,63,26.089,1,1,1,0,0,1,1
834,2001,86.98630137,94,43.428,0,0,0,1,1,1,2
835,2001,152.3342466,168,80.364,2,1,0,1,0,1,2
837,2001,105.4054795,106,85.226,0,0,0,1,1,1,2
839,2001,72.23561644,95,50.631,13,1,0,1,1,1,2
840,2001,70.5260274,74,59.728,13,1,1,0,0,1,1
841,2001,90.79178082,93,72.048,9,1,0,1,1,1,2
842,2001,75.53150685,80,32.017,4,1,0,1,0,1,2
843,2001,74.65753425,75,42.571,0,0,0,1,1,1,2
844,2001,62.53424658,65,63.396,0,0,0,1,0,1,2
845,2001,104.660274,107,50.386,0,0,0,1,1,1,2
848,2001,29.04383562,30,17.339,0,0,0,1,1,1,2
849,2001,43.11506849,50,24.157,0,0,0,1,1,1,2
850,2001,125.9369863,129,58.456,10,1,0,1,1,1,2
853,2001,37.8520548,50,24.194,0,0,1,0,0,1,1
854,2001,46.39178082,51,29.939,6,1,1,0,0,1,1
855,2001,47.29041096,50,33.354,0,0,1,0,0,1,1
856,2001,31.20821918,32,13.166,6,1,1,0,1,1,1
857,2001,280.9643836,311,180,12,1,0,0,0,1,3
858,2001,98.09041096,99,60.691,13,1,0,1,1,1,2
859,2001,90.94520548,96,35,3,1,1,0,1,1,1
860,2001,159.0219178,161,45.048,0,0,1,0,1,1,1
861,2001,51.9962406,58,46.637,0,0,1,0,1,1,1
862,2001,81.13150685,94,51.746,0,0,0,1,1,1,2
864,2001,57.09589041,60,32.41,0,0,0,1,1,1,2
865,2001,42.91506849,43,33.68,7,1,0,1,1,1,2
880,2001,41.93424658,50,17.093,1,1,1,0,0,1,1
881,2001,55.46027397,58,17.325,0,0,1,0,0,1,1
882,2001,76.77260274,84,29.46,0,0,1,0,1,1,1
885,2001,67.2520548,68,23.983,0,0,0,1,0,0,2
886,2001,58.11780822,61,19.352,13,1,0,1,0,1,2
887,2001,103.8109589,108,80,13,1,0,1,0,1,2
888,2001,91.75342466,100,41.903,0,0,1,0,1,1,1
889,2001,66.74520548,70,40.306,0,0,0,1,1,1,2
890,2001,12.31232877,18,31.615,0,0,0,1,1,1,2
901,2001,74.12876712,79,23.606,0,0,0,1,0,0,2
910,2001,54.98356164,59,21.564,0,0,1,0,1,1,1
913,2001,84.59726027,95,53.723,0,0,0,0,1,1,3
915,2001,120.0630137,145,63.292,13,1,1,0,1,1,1
916,2001,51.68219178,52,50.302,0,0,0,1,0,1,2
917,2001,85.15342466,99,43.261,0,0,0,1,0,1,2
918,2001,101.8684932,105,47.375,13,1,1,0,0,1,1
920,2001,67.83561644,70,32.843,0,0,1,0,1,1,1
921,2001,100.3041096,121,44.323,13,1,1,0,1,1,1
931,2001,55.61917808,60,24.016,5,1,1,0,1,1,1
932,2001,136.2630137,153,32.085,9,1,1,0,1,1,1
933,2001,114.2191781,122,41.102,0,0,1,0,1,1,1
934,2001,92.15342466,104,37.375,6,1,1,0,1,1,1
936,2001,67.23013699,73,30.076,0,0,1,0,1,1,1
937,2001,59.64383562,64,28.544,12,1,1,0,1,1,1
941,2001,223.6931507,305,100.83,8,1,0,1,1,1,2
942,2001,73.8630137,88,34.204,0,0,1,0,1,1,1
943,2001,64.42739726,78,28.901,0,0,1,0,0,1,1
944,2001,48.93150685,53,25.866,0,0,1,0,1,1,1
945,2001,86.6109589,91,41.682,13,1,1,0,1,1,1
946,2001,45.8520548,50,21.697,10,1,1,0,1,1,1
947,2001,54.28767123,61,21.542,0,0,1,0,1,1,1
949,2001,48.21369863,53,26.963,6,1,1,0,1,1,1
951,2001,111.1972603,115,103.953,10,1,0,0,1,1,3
953,2001,153.6410959,161,78.046,13,1,0,1,0,1,2
954,2001,82.94520548,84,22,13,1,0,1,1,1,2
957,2001,214.0383562,224,109.082,13,1,1,0,0,1,1
958,2001,142.2575343,152.3,93.925,11,1,0,1,0,1,2
959,2001,120.4383562,132,69.551,9,1,1,0,1,1,1
965,2001,58.49315069,60,26.944,0,0,1,0,0,1,1
980,2001,40.94246575,50,19.99,0,0,1,0,0,0,1
